subnet,country,datacenter,proxy_type
95.220.54.106/32,RU,,
193.233.201.250/32,RU,,
46.188.53.231/32,RU,,
95.215.136.0/22,RU,,
79.137.169.0/24,RU,,
79.137.168.0/24,RU,,
91.241.133.26/32,RU,,
 193.9.22.11/32,RU,,
91.194.238.35/22,ROC,,
91.241.128.47/22,ROC,,
79.137.187.140/32,RU,,
194.24.190.0/23,RU,,
193.9.22.11/22,RU,,
45.129.140.85/32,RU,,
92.118.74.0/24,RU,,
92.118.75.0/24,RU,,
185.153.133.129/32,ROC,,
77.37.128.0/18,RU,,
185.153.132.0/22,RU,,
77.37.171.180/32,RU,,
91.132.107.0/24,RU,,
77.37.171.180/32,RU,,
31.40.128.0/18,RU,,
82.118.133.46/32,RU,,
185.202.111.0/24,RU,,
62.182.11.34/32,RU,,
92.38.176.53/32,RU,,
194.87.57.0/24,RU,,
193.233.176.0/20,RU,,
193.233.92.0/24,RU,,
193.233.224.0/22,RU,,
193.233.240.0/23,RU,,
193.233.243.0/24,RU,,
72.14.192.0/18,US,,
194.84.250.0/24,RU,,
85.158.190.0/24,RU,,
85.158.188.0/23,RU,,
94.137.94.0/24,RU,,
213.226.114.0/24,RU,,
213.226.113.0/24,RU,,
31.172.133.0/24,RU,,
213.226.112.0/24,RU,,
46.8.62.0/24,ROC,,
195.133.2.0/24,RU,,
193.143.92.0/24,RU,,
91.200.86.0/24,RU,,
91.200.87.0/24,RU,,
92.63.200.0/24,RU,,
109.110.66.167/32,RU,,
95.85.90.0/24,RU,,
185.5.42.0/24,RU,,
185.5.43.0/24,RU,,
193.16.101.0/24,RU,,
31.135.179.0/24 ,RU,,
185.248.130.0/24,RU,,
31.135.176.0/24 ,DNO,,
194.31.171.0/24 ,RU,,
185.125.114.0/24,ROC,,
109.202.24.0/21,RU,,
185.125.112.0/22,ROC,,
91.213.113.0/24,RU,,
109.110.64.0/19,ROC,,
